#LOCATIONS
169;-0.505;1.375
170;-0.655;1.655
171;-0.63;1.34
172;-0.87;1.29
173;-0.79;1.405
174;-0.88;1.545
175;-0.955;1.485
176;-0.39;0.775
177;-0.445;0.655
178;-0.36;0.545
179;-0.49;0.58
180;-0.24;0.495
181;-0.19;0.46
182;-0.1;0.405
183;0.02;0.205
184;-0.145;0.315
185;-0.225;0.38
186;-0.58;0.495
187;-0.435;0.405
188;-0.33;0.26
189;-0.245;0.2
190;-0.41;0.155
191;-0.315;0.085
192;-0.075;0.075
193;0.08;-0.035
194;0.165;0.095
195;0.23;-0.145
196;0.01;-0.13
197;-0.145;-0.025
198;-0.24;-0.175
199;-0.415;-0.05
200;-0.62;0.085
201;-0.72;0.165
202;-0.65;0.255
203;-0.65;0.305
204;-0.65;0.41
205;-0.53;0.235
206;-0.72;0.29
207;-0.805;0.35
208;-0.92;0.41
209;-1.045;0.24
210;-0.93;0.16
211;-0.865;0.255
212;-0.95;0.305
213;-0.79;0.065
214;-0.67;-0.025
215;-0.49;-0.155
216;-0.31;-0.285
217;-0.085;-0.295
218;-0.005;-0.495
219;-0.04;-0.535
220;-0.095;-0.49
221;-0.12;-0.53
222;-0.225;-0.46
223;-0.17;-0.385
224;0.67;-0.66
225;0.665;-0.78
226;0.785;-0.795
227;0.795;-0.675
228;0.955;-0.685
229;1.055;-0.685
230;1.065;-0.525
231;0.97;-0.53
232;1.12;-0.525
233;1.17;-0.555
234;1.185;-0.615
235;1.205;-0.535
236;1.245;-0.595
237;1.18;-0.685
238;1.29;-0.7
239;1.28;-0.66
240;1.465;-0.37
241;1.49;-0.415
242;1.63;-0.33
243;1.78;-0.22
244;1.94;-0.11
245;2.125;-0.09
246;1.92;-0.045
247;2.055;-0.005
248;2.185;-0.095
249;2.27;-0.15
250;2.36;-0.22
251;2.275;-0.39
252;2.165;-0.345
253;2.22;-0.24
254;2.185;-0.22
255;2.105;-0.235
256;2.085;-0.19
257;2.085;-0.295
258;2.05;-0.275
259;1.985;-0.17
260;1.815;-0.285
261;2.165;-0.145
262;2.015;-0.245
263;1.54;-0.485
264;1.67;-0.4
265;1.93;-0.295
266;1.945;-0.41
267;1.765;-0.405
268;1.76;-0.525
269;1.755;-0.64
270;1.63;-0.63
271;1.575;-0.56
272;1.415;-0.56
273;1.42;-0.675
274;1.55;-0.68
275;1.89;-0.625
276;1.95;-0.595
277;1.95;-0.535
278;2.05;-0.55
279;2.115;-0.54
280;2.155;-0.565
281;2.1;-0.625
282;2.22;-0.6
283;2.325;-0.645
284;2.225;-0.65
285;2.1;-0.46
286;2.375;-0.445
287;2.455;-0.295
288;2.405;-0.255
289;2.53;-0.35
290;2.46;-0.48
291;2.38;-0.515
292;2.435;-0.55
293;2.59;-0.565
294;2.53;-0.615
295;2.425;-0.615
296;2.38;-0.595
297;2.635;-0.45
298;2.575;-0.625
299;2.715;-0.41
300;2.435;-0.205
301;2.365;-0.17
302;2.325;-0.09
303;2.04;0.08
304;1.785;0.015
305;2.41;-0.78
306;0.56;-0.785
307;0.56;-0.895
308;0.655;-0.9
309;0.645;-1.17
310;0.58;-1.08
311;0.555;-0.995
312;0.405;-0.89
313;0.415;-0.77
314;0.775;-0.91
315;0.95;-0.79
316;1.1;-0.815
317;1.105;-0.915
318;0.955;-0.915
319;1.185;-0.735
320;1.17;-0.815
321;1.175;-0.93
322;1.29;-0.935
323;1.3;-0.77
324;1.355;-0.775
325;1.41;-0.94
326;1.29;-1.02
327;1.435;-1.04
328;1.165;-1.025
329;0.95;-1.005
330;0.77;-1.005
331;0.76;-1.22
332;0.655;-1.225
333;0.545;-1.205
334;0.4;-1.075
335;0.4;-1.18
336;0.715;-1.31
337;0.75;-1.355
338;0.925;-1.36
339;0.935;-1.235
340;0.945;-1.115
341;1.15;-1.13
342;1.145;-1.235
343;1.275;-1.25
344;1.285;-1.13
345;1.485;-1.26
346;1.385;-1.26
347;1.505;-1.395
348;1.885;-1.305
349;1.515;-1.535
350;1.45;-1.635
351;1.29;-1.695
352;1.115;-1.675
353;0.975;-1.7
354;0.75;-1.575
355;0.92;-1.425
356;0.92;-1.48
357;0.86;-1.49
358;0.86;-1.56
359;1.04;-1.43
360;1.045;-1.495
361;1.05;-1.545
362;1.175;-1.55
363;1.165;-1.445
364;1.265;-1.45
365;1.265;-1.375
366;1.14;-1.365
367;1.375;-1.38
368;1.365;-1.465
369;1.365;-1.565
370;1.285;-1.56
371;1.275;-1.615
372;1.175;-1.635
373;1.045;-1.625
374;1.405;-1.62
375;0.635;-1.58
376;0.325;-1.645
377;0.19;-1.74
378;0.145;-1.675
379;0.19;-1.575
380;0.21;-1.445
381;0.275;-1.28
382;0.27;-1.195
383;0.21;-1.19
384;0.325;-1.195
385;0.325;-1.06
386;0.275;-1.055
387;0.225;-1.05
388;0.225;-0.935
389;0.235;-0.865
390;0.33;-0.87
391;0.24;-0.795
392;0.055;-0.865
393;0.0;-0.925
394;-0.145;-0.905
395;-0.13;-1.055
396;-0.015;-1.085
397;-0.035;-1.19
398;-0.055;-1.415
399;-0.255;-1.405
400;-0.37;-1.31
401;-0.285;-1.46
402;-0.155;-1.18
403;-0.215;-0.965
404;-0.3;-1.12
405;-0.35;-1.25
406;-0.55;-1.645
407;-0.645;-1.6
408;-0.665;-1.65
409;-0.705;-1.74
410;-0.785;-1.625
411;-0.815;-1.74
412;-0.795;-1.58
413;-0.875;-1.59
414;-0.895;-1.66
415;-0.97;-1.65
416;-1.095;-1.615
417;-1.065;-1.51
418;-1.155;-1.525
419;-1.14;-1.685
420;-1.13;-1.745
421;-1.42;-1.605
422;-1.44;-1.715
423;-1.575;-1.56
424;-1.675;-1.635
425;-1.685;-1.665
426;-1.705;-1.73
427;-1.82;-1.495
428;-1.965;-1.545
429;-2.02;-1.5
430;-2.02;-1.39
431;-2.065;-1.335
432;-2.075;-1.24
433;-2.12;-1.245
434;-2.245;-1.17
435;-2.48;-1.11
436;-2.545;-1.05
437;-2.615;-1.05
438;-1.995;-1.195
439;-1.95;-1.195
440;-1.825;-1.135
441;-1.69;-1.05
442;-1.575;-0.97
443;-1.53;-0.945
444;-1.38;-0.845
445;-1.25;-0.775
446;-0.39;-1.23
447;-0.345;-1.085
448;-1.65;-1.12
449;-1.675;-1.2
450;-1.765;-1.225
451;-1.805;-1.18
452;-1.57;-1.065
453;-1.62;-1.165
454;-1.645;-1.295
455;-1.615;-1.41
456;-1.575;-1.49
457;-1.735;-1.3
458;-1.395;-0.99
459;-1.43;-1.16
460;-1.465;-1.29
461;-1.495;-1.45
462;-1.385;-1.475
463;-1.335;-1.305
464;-1.32;-1.19
465;-1.275;-1.01
466;-1.25;-1.535
467;-0.835;-1.46
468;-0.995;-1.49
469;-0.97;-1.61
470;-0.725;-1.44
471;-0.675;-1.535
472;-0.635;-1.56
473;-1.14;-1.34
474;-1.015;-1.37
475;-1.195;-1.335
476;-1.24;-1.275
477;-1.225;-1.2
478;-1.105;-1.225
479;-1.07;-1.11
480;-1.0;-0.98
481;-1.18;-1.005
482;-1.2;-1.09
483;-0.995;-1.115
484;-1.04;-1.255
485;-0.99;-1.295
486;-0.865;-1.28
487;-0.87;-1.18
488;-0.92;-1.14
489;-0.86;-1.06
490;-0.755;-1.125
491;-0.68;-1.035
492;-0.795;-0.965
493;-0.865;-1.365
494;-0.75;-1.36
495;-0.6;-1.42
496;-0.54;-1.38
497;-0.46;-1.325
498;-0.51;-1.215
499;-0.56;-1.33
500;-0.665;-1.245
501;-0.725;-1.29
502;-0.565;-1.1
503;-0.605;-1.145
504;-0.645;-1.13
505;-0.7;-1.185
506;-0.765;-1.25
507;-0.2;-0.67
508;-0.13;-0.72
509;-0.16;-0.745
510;-0.225;-0.715
511;-0.3;-0.605
512;-0.28;-0.565
513;-0.375;-0.495
514;-0.455;-0.46
515;-0.505;-0.45
516;-0.56;-0.46
517;-0.69;-0.595
518;-0.765;-0.55
519;-0.78;-0.515
520;-0.61;-0.465
521;-0.525;-0.55
522;-0.36;-0.66
523;-1.035;-0.935
524;-1.045;-0.87
525;-0.975;-0.84
526;-0.96;-0.79
527;-1.05;-0.805
528;-1.24;-0.895
529;-1.245;-0.825
530;-1.23;-0.7
531;-1.22;-0.63
532;-1.215;-0.595
533;-1.215;-0.49
534;-0.415;-1.0
535;-0.47;-0.96
536;-0.535;-1.035
537;-0.495;-1.06
538;-0.46;-1.085
539;-0.7;-0.97
540;-0.61;-0.86
541;-0.7;-0.81
542;-0.565;-0.775
543;-0.42;-0.91
544;-0.82;-0.745
545;-0.845;-0.785
546;-1.04;-0.6
547;-1.065;-0.66
548;-1.1;-0.695
549;-1.01;-0.56
550;-1.06;-0.455
551;-1.12;-0.465
552;-1.15;-0.525
553;-1.115;0.145
554;-1.11;0.035
555;-1.055;-0.025
556;-0.97;-0.075
557;-1.08;-0.065
558;-0.985;0.08
559;-0.84;-0.02
560;-0.725;-0.095
561;-0.545;-0.235
562;-0.805;-0.2
563;-0.595;-0.325
564;-0.37;-0.355
565;-0.815;-0.39
566;-0.905;-0.41
567;-0.995;-0.435
568;-0.88;-0.22
569;-0.95;-0.24
570;-1.035;-0.275
571;-1.135;-0.355
572;-1.15;-0.18
573;-1.105;-0.175
574;-1.21;-0.175
575;-1.225;-0.37
576;-1.48;-0.355
577;-1.55;-0.35
578;-1.635;-0.365
579;-1.705;-0.405
580;-1.71;-0.46
581;-1.575;-0.42
582;-1.485;-0.295
583;-1.215;-0.08
584;-1.055;-0.105
585;-0.915;-0.13
586;-0.81;-0.26
587;-1.57;-0.055
588;-1.785;-0.055
589;-1.855;-0.165
590;-1.955;-0.275
591;-2.16;-0.37
592;-2.31;-0.4
593;-2.505;-0.415
594;-2.725;-0.375
595;-1.985;-0.195
596;-1.855;-0.24
597;-2.0;-0.34
598;-2.005;-0.25
599;-2.05;-0.155
600;-2.115;-0.28
601;-2.265;-0.33
602;-2.405;-0.275
603;-2.455;-0.24
604;-2.485;-0.28
605;-2.5;-0.2
606;-2.47;-0.16
607;-2.55;-0.105
608;-2.52;-0.055
609;-2.665;0.065
610;-2.57;0.21
611;-2.74;0.255
612;-2.5;0.3
613;-2.39;0.255
614;-2.375;0.205
615;-2.4;0.135
616;-2.475;0.18
617;-2.445;0.385
618;-2.145;0.29
619;-2.1;0.23
620;-2.105;0.13
621;-2.23;0.145
622;-2.115;-0.035
623;-2.205;-0.01
624;-1.96;-0.035
625;-1.945;0.045
626;-2.075;0.055
627;-1.965;-0.1
628;-2.105;-0.1
629;-2.155;-0.11
630;-2.2;-0.075
631;-2.29;-0.27
632;-2.335;-0.24
633;-1.01;0.375
634;-1.1;0.255
635;-1.195;0.105
636;-1.205;0.06
637;-1.31;0.065
638;-1.355;0.075
639;-1.395;0.075
640;-1.455;0.075
641;-1.46;0.02
642;-1.535;0.02
643;-1.54;0.085
644;-1.5;0.075
645;-1.4;0.02
646;-1.325;0.01
647;-1.29;0.275
648;-1.295;0.18
649;-1.35;0.175
650;-1.48;0.175
651;-1.47;0.28
652;-1.585;0.185
653;-1.605;0.09
654;-1.795;0.1
655;-1.895;0.1
656;-1.98;0.11
657;-1.98;0.235
658;-1.885;0.22
659;-1.795;0.215
660;-1.79;0.305
661;-1.875;0.34
662;-2.1;0.455
663;-2.03;0.59
664;-1.94;0.54
665;-2.12;0.66
666;-2.2;0.72
667;-2.28;0.775
668;-2.36;0.815
669;-2.225;0.84
670;-2.26;0.87
671;-2.145;0.795
672;-2.065;0.735
673;-1.98;0.68
674;-1.885;0.63
675;-1.59;0.355
676;-1.57;0.4
677;-1.655;0.46
678;-1.7;0.39
679;-1.86;0.495
680;-1.81;0.57
681;-1.78;0.54
682;-1.695;0.685
683;-1.66;0.745
684;-1.435;0.6
685;-1.39;0.66
686;-1.475;0.54
687;-1.535;0.455
688;-1.455;0.41
689;-1.335;0.525
690;-1.2;0.525
691;-1.15;0.485
692;-1.17;0.305
693;-1.245;0.39
694;-1.245;0.33
695;-1.33;0.645
696;-1.3;0.67
697;-1.185;0.665
698;-1.94;0.735
699;-2.075;0.815
700;-2.05;0.865
701;-2.225;0.97
702;-2.455;1.17
703;-2.015;0.915
704;-1.945;1.03
705;-1.9;1.055
706;-1.83;0.96
707;-1.95;1.185
708;-2.08;1.16
709;-1.975;1.33
710;-1.945;1.395
711;-1.82;1.5
712;-1.795;1.35
713;-1.665;1.47
714;-1.63;1.44
715;-1.58;1.425
716;-1.525;1.41
717;-1.6;1.25
718;-1.635;1.165
719;-1.865;0.85
720;-1.92;0.84
721;-1.99;0.875
722;-2.015;0.845
723;-1.765;0.79
724;-1.81;0.735
725;-1.73;0.86
726;-1.68;0.885
727;-1.645;0.95
728;-1.555;0.915
729;-1.585;0.83
730;-1.62;0.82
731;-1.515;1.15
732;-1.54;1.045
733;-1.535;1.225
734;-1.54;1.27
735;-1.43;1.2
736;-1.385;1.02
737;-1.285;1.005
738;-1.265;0.875
739;-1.345;0.87
740;-1.17;0.86
741;-1.17;0.755
742;-1.265;0.765
743;-1.305;0.76
744;-1.36;0.78
745;-1.56;1.51
746;-1.47;1.555
747;-1.27;1.2
748;-1.165;1.015
749;-1.555;1.725
750;-1.32;1.6
751;-1.33;1.64
#STAGES
0;1;60.0
1;0;60.0
1;2;60.0
2;1;60.0
2;3;60.0
3;2;60.0
3;4;60.0
4;3;60.0
4;5;60.0
5;4;60.0
2;5;60.0
5;2;60.0
5;6;60.0
6;5;60.0
6;7;60.0
7;6;60.0
7;8;60.0
8;7;60.0
8;9;60.0
9;8;60.0
9;10;60.0
10;9;60.0
10;7;60.0
7;10;60.0
10;11;60.0
11;10;60.0
11;12;60.0
12;11;60.0
12;13;60.0
13;12;60.0
13;14;60.0
14;13;60.0
14;11;60.0
11;14;60.0
14;15;60.0
15;14;60.0
15;16;60.0
16;15;60.0
16;17;60.0
17;16;60.0
17;14;60.0
14;17;60.0
17;18;60.0
18;17;60.0
18;19;60.0
19;18;60.0
19;20;60.0
20;19;60.0
20;2;60.0
2;20;60.0
20;7;60.0
7;20;60.0
18;11;60.0
11;18;60.0
9;21;60.0
21;9;60.0
21;12;60.0
12;21;60.0
12;22;60.0
22;12;60.0
22;23;60.0
23;22;60.0
21;23;60.0
23;21;60.0
23;24;60.0
24;23;60.0
24;25;60.0
25;24;60.0
25;26;60.0
26;25;60.0
26;8;60.0
8;26;60.0
26;27;60.0
27;26;60.0
27;5;60.0
5;27;60.0
22;28;60.0
28;22;60.0
28;29;60.0
29;28;60.0
29;30;60.0
30;29;60.0
30;13;60.0
13;30;60.0
30;15;60.0
15;30;60.0
29;31;60.0
31;29;60.0
31;32;60.0
32;31;60.0
32;33;60.0
33;32;60.0
33;28;60.0
28;33;60.0
22;34;60.0
34;22;60.0
33;35;60.0
35;33;60.0
34;33;60.0
33;34;60.0
31;36;60.0
36;31;60.0
36;37;60.0
37;36;60.0
37;38;60.0
38;37;60.0
37;39;60.0
39;37;60.0
37;40;60.0
40;37;60.0
41;42;60.0
42;41;60.0
41;40;60.0
40;41;60.0
41;43;60.0
43;41;60.0
43;44;60.0
44;43;60.0
44;45;60.0
45;44;60.0
40;46;60.0
46;40;60.0
46;47;60.0
47;46;60.0
47;39;60.0
39;47;60.0
39;48;60.0
48;39;60.0
48;49;60.0
49;48;60.0
48;50;60.0
50;48;60.0
50;51;60.0
51;50;60.0
51;52;60.0
52;51;60.0
52;46;60.0
46;52;60.0
47;51;60.0
51;47;60.0
39;53;60.0
53;39;60.0
53;54;60.0
54;53;60.0
54;55;60.0
55;54;60.0
55;56;60.0
56;55;60.0
56;57;60.0
57;56;60.0
57;58;60.0
58;57;60.0
58;54;60.0
54;58;60.0
58;59;60.0
59;58;60.0
59;60;60.0
60;59;60.0
59;61;60.0
61;59;60.0
61;62;60.0
62;61;60.0
62;63;60.0
63;62;60.0
63;64;60.0
64;63;60.0
64;65;60.0
65;64;60.0
66;65;60.0
65;66;60.0
65;67;60.0
67;65;60.0
67;68;60.0
68;67;60.0
68;38;60.0
38;68;60.0
69;34;60.0
34;69;60.0
70;69;60.0
69;70;60.0
69;71;60.0
71;69;60.0
71;44;60.0
44;71;60.0
71;72;60.0
72;71;60.0
72;73;60.0
73;72;60.0
72;24;60.0
24;72;60.0
25;73;60.0
73;25;60.0
73;45;60.0
45;73;60.0
45;74;60.0
74;45;60.0
74;73;60.0
73;74;60.0
74;75;60.0
75;74;60.0
75;25;60.0
25;75;60.0
75;27;60.0
27;75;60.0
50;76;60.0
76;50;60.0
76;77;60.0
77;76;60.0
77;78;60.0
78;77;60.0
78;52;60.0
52;78;60.0
78;79;60.0
79;78;60.0
79;80;60.0
80;79;60.0
80;77;60.0
77;80;60.0
62;81;60.0
81;62;60.0
81;82;60.0
82;81;60.0
82;83;60.0
83;82;60.0
83;84;60.0
84;83;60.0
84;85;60.0
85;84;60.0
85;77;60.0
77;85;60.0
43;86;60.0
86;43;60.0
86;87;60.0
87;86;60.0
87;45;60.0
45;87;60.0
87;88;60.0
88;87;60.0
86;89;60.0
89;86;60.0
89;90;60.0
90;89;60.0
90;91;60.0
91;90;60.0
91;92;60.0
92;91;60.0
92;93;60.0
93;92;60.0
93;94;60.0
94;93;60.0
94;45;60.0
45;94;60.0
74;95;60.0
95;74;60.0
95;93;60.0
93;95;60.0
95;96;60.0
96;95;60.0
96;97;60.0
97;96;60.0
97;92;60.0
92;97;60.0
97;98;60.0
98;97;60.0
98;91;60.0
91;98;60.0
98;99;60.0
99;98;60.0
99;100;60.0
100;99;60.0
100;86;60.0
86;100;60.0
89;98;60.0
98;89;60.0
97;101;60.0
101;97;60.0
98;102;60.0
102;98;60.0
102;101;60.0
101;102;60.0
79;103;60.0
103;79;60.0
103;52;60.0
52;103;60.0
103;104;60.0
104;103;60.0
104;46;60.0
46;104;60.0
104;105;60.0
105;104;60.0
105;40;60.0
40;105;60.0
105;106;60.0
106;105;60.0
106;99;60.0
99;106;60.0
100;105;60.0
105;100;60.0
80;107;60.0
107;80;60.0
107;108;60.0
108;107;60.0
108;109;60.0
109;108;60.0
109;110;60.0
110;109;60.0
110;111;60.0
111;110;60.0
111;103;60.0
103;111;60.0
111;112;60.0
112;111;60.0
110;113;60.0
113;110;60.0
113;114;60.0
114;113;60.0
114;109;60.0
109;114;60.0
111;115;60.0
115;111;60.0
103;116;60.0
116;103;60.0
116;104;60.0
104;116;60.0
110;117;60.0
117;110;60.0
109;118;60.0
118;109;60.0
118;117;60.0
117;118;60.0
117;116;60.0
116;117;60.0
118;119;60.0
119;118;60.0
119;108;60.0
108;119;60.0
119;106;60.0
106;119;60.0
99;120;60.0
120;99;60.0
120;102;60.0
102;120;60.0
107;121;60.0
121;107;60.0
121;122;60.0
122;121;60.0
122;123;60.0
123;122;60.0
123;124;60.0
124;123;60.0
124;125;60.0
125;124;60.0
121;126;60.0
126;121;60.0
126;127;60.0
127;126;60.0
127;128;60.0
128;127;60.0
128;125;60.0
125;128;60.0
121;129;60.0
129;121;60.0
129;130;60.0
130;129;60.0
130;108;60.0
108;130;60.0
108;131;60.0
131;108;60.0
131;132;60.0
132;131;60.0
132;133;60.0
133;132;60.0
133;134;60.0
134;133;60.0
134;131;60.0
131;134;60.0
133;135;60.0
135;133;60.0
135;136;60.0
136;135;60.0
136;132;60.0
132;136;60.0
135;137;60.0
137;135;60.0
137;127;60.0
127;137;60.0
137;138;60.0
138;137;60.0
138;130;60.0
130;138;60.0
139;140;60.0
140;139;60.0
140;141;60.0
141;140;60.0
141;142;60.0
142;141;60.0
142;143;60.0
143;142;60.0
143;140;60.0
140;143;60.0
142;136;60.0
136;142;60.0
136;144;60.0
144;136;60.0
144;145;60.0
145;144;60.0
145;119;60.0
119;145;60.0
145;146;60.0
146;145;60.0
146;147;60.0
147;146;60.0
148;147;60.0
147;148;60.0
148;137;60.0
137;148;60.0
147;149;60.0
149;147;60.0
149;150;60.0
150;149;60.0
150;151;60.0
151;150;60.0
151;144;60.0
144;151;60.0
151;142;60.0
142;151;60.0
142;149;60.0
149;142;60.0
146;152;60.0
152;146;60.0
152;147;60.0
147;152;60.0
153;154;60.0
154;153;60.0
154;120;60.0
120;154;60.0
154;155;60.0
155;154;60.0
155;102;60.0
102;155;60.0
155;156;60.0
156;155;60.0
156;101;60.0
101;156;60.0
156;157;60.0
157;156;60.0
157;158;60.0
158;157;60.0
158;155;60.0
155;158;60.0
158;152;60.0
152;158;60.0
125;159;60.0
159;125;60.0
159;147;60.0
147;159;60.0
159;160;60.0
160;159;60.0
160;152;60.0
152;160;60.0
160;161;60.0
161;160;60.0
161;162;60.0
162;161;60.0
162;159;60.0
159;162;60.0
125;163;60.0
163;125;60.0
163;164;60.0
164;163;60.0
164;162;60.0
162;164;60.0
164;165;60.0
165;164;60.0
165;166;60.0
166;165;60.0
166;167;60.0
167;166;60.0
166;163;60.0
163;166;60.0
124;168;60.0
168;124;60.0
168;165;60.0
165;168;60.0
168;169;60.0
169;168;60.0
169;170;60.0
170;169;60.0
168;171;60.0
171;168;60.0
171;172;60.0
172;171;60.0
171;173;60.0
173;171;60.0
173;174;60.0
174;173;60.0
174;175;60.0
175;174;60.0
160;176;60.0
176;160;60.0
176;158;60.0
158;176;60.0
176;177;60.0
177;176;60.0
177;157;60.0
157;177;60.0
157;178;60.0
178;157;60.0
178;179;60.0
179;178;60.0
179;177;60.0
177;179;60.0
178;180;60.0
180;178;60.0
180;181;60.0
181;180;60.0
181;182;60.0
182;181;60.0
182;101;60.0
101;182;60.0
182;96;60.0
96;182;60.0
96;183;60.0
183;96;60.0
183;184;60.0
184;183;60.0
184;185;60.0
185;184;60.0
185;181;60.0
181;185;60.0
182;184;60.0
184;182;60.0
179;186;60.0
186;179;60.0
186;187;60.0
187;186;60.0
187;188;60.0
188;187;60.0
188;189;60.0
189;188;60.0
189;184;60.0
184;189;60.0
188;190;60.0
190;188;60.0
190;191;60.0
191;190;60.0
191;189;60.0
189;191;60.0
189;192;60.0
192;189;60.0
192;183;60.0
183;192;60.0
192;193;60.0
193;192;60.0
193;194;60.0
194;193;60.0
194;95;60.0
95;194;60.0
193;195;60.0
195;193;60.0
195;75;60.0
75;195;60.0
195;4;60.0
4;195;60.0
4;196;60.0
196;4;60.0
196;193;60.0
193;196;60.0
196;197;60.0
197;196;60.0
197;192;60.0
192;197;60.0
191;197;60.0
197;191;60.0
197;198;60.0
198;197;60.0
198;199;60.0
199;198;60.0
199;191;60.0
191;199;60.0
199;200;60.0
200;199;60.0
200;201;60.0
201;200;60.0
201;202;60.0
202;201;60.0
202;203;60.0
203;202;60.0
203;204;60.0
204;203;60.0
204;186;60.0
186;204;60.0
203;205;60.0
205;203;60.0
205;190;60.0
190;205;60.0
200;205;60.0
205;200;60.0
203;206;60.0
206;203;60.0
206;207;60.0
207;206;60.0
207;208;60.0
208;207;60.0
208;209;60.0
209;208;60.0
209;210;60.0
210;209;60.0
210;211;60.0
211;210;60.0
211;212;60.0
212;211;60.0
211;201;60.0
201;211;60.0
207;211;60.0
211;207;60.0
210;213;60.0
213;210;60.0
213;201;60.0
201;213;60.0
213;214;60.0
214;213;60.0
214;200;60.0
200;214;60.0
214;215;60.0
215;214;60.0
215;199;60.0
199;215;60.0
215;216;60.0
216;215;60.0
216;198;60.0
198;216;60.0
198;217;60.0
217;198;60.0
217;196;60.0
196;217;60.0
217;3;60.0
3;217;60.0
3;218;60.0
218;3;60.0
218;219;60.0
219;218;60.0
219;220;60.0
220;219;60.0
220;221;60.0
221;220;60.0
221;222;60.0
222;221;60.0
222;223;60.0
223;222;60.0
223;218;60.0
218;223;60.0
223;217;60.0
217;223;60.0
223;216;60.0
216;223;60.0
18;224;60.0
224;18;60.0
224;225;60.0
225;224;60.0
225;226;60.0
226;225;60.0
226;227;60.0
227;226;60.0
227;17;60.0
17;227;60.0
227;228;60.0
228;227;60.0
228;229;60.0
229;228;60.0
229;230;60.0
230;229;60.0
230;231;60.0
231;230;60.0
231;16;60.0
16;231;60.0
230;232;60.0
232;230;60.0
232;233;60.0
233;232;60.0
233;234;60.0
234;233;60.0
233;235;60.0
235;233;60.0
235;232;60.0
232;235;60.0
235;236;60.0
236;235;60.0
236;234;60.0
234;236;60.0
234;237;60.0
237;234;60.0
237;229;60.0
229;237;60.0
237;238;60.0
238;237;60.0
